Sleep
Start Time,End Time,Minutes Asleep,Minutes Awake,Number of Awakenings,Time in Bed,Minutes REM Sleep,Minutes Light Sleep,Minutes Deep Sleep
"2016-08-30 10:06PM","2016-08-31 6:57AM","484","44","1","531","N/A","N/A","N/A"
"2016-08-29 11:57PM","2016-08-30 6:46AM","373","36","1","409","N/A","N/A","N/A"
"2016-08-28 11:38PM","2016-08-29 6:46AM","396","32","1","428","N/A","N/A","N/A"
"2016-08-28 4:01AM","2016-08-28 10:07AM","325","41","5","366","N/A","N/A","N/A"
"2016-08-27 12:42AM","2016-08-27 6:56AM","343","30","1","374","N/A","N/A","N/A"
"2016-08-26 1:25AM","2016-08-26 6:39AM","297","17","1","314","N/A","N/A","N/A"
"2016-08-25 2:19AM","2016-08-25 8:08AM","320","29","1","349","N/A","N/A","N/A"
"2016-08-24 1:58AM","2016-08-24 8:17AM","372","7","2","379","N/A","N/A","N/A"
"2016-08-23 2:03AM","2016-08-23 11:02AM","506","33","2","539","N/A","N/A","N/A"
"2016-08-22 1:29AM","2016-08-22 11:52AM","581","41","1","623","N/A","N/A","N/A"
"2016-08-21 4:30AM","2016-08-21 11:27AM","365","52","3","417","N/A","N/A","N/A"
"2016-08-20 1:46AM","2016-08-20 11:12AM","519","47","2","566","N/A","N/A","N/A"
"2016-08-19 12:23AM","2016-08-19 10:35AM","578","34","2","612","N/A","N/A","N/A"
"2016-08-18 3:07AM","2016-08-18 11:57AM","470","60","3","530","N/A","N/A","N/A"
"2016-08-17 1:36AM","2016-08-17 10:55AM","496","63","3","559","N/A","N/A","N/A"
"2016-08-16 1:00AM","2016-08-16 10:16AM","491","65","3","556","N/A","N/A","N/A"
"2016-08-15 3:46AM","2016-08-15 11:05AM","420","19","0","439","N/A","N/A","N/A"
"2016-08-14 1:43AM","2016-08-14 3:35PM","793","36","0","832","N/A","N/A","N/A"
"2016-08-13 3:07AM","2016-08-13 6:36AM","190","18","2","209","N/A","N/A","N/A"
"2016-08-12 3:43AM","2016-08-12 10:19AM","381","14","0","395","N/A","N/A","N/A"
"2016-08-11 4:21AM","2016-08-11 11:27AM","361","65","3","426","N/A","N/A","N/A"
"2016-08-10 1:31AM","2016-08-10 12:48PM","636","40","2","677","N/A","N/A","N/A"
"2016-08-09 12:48AM","2016-08-09 5:46AM","272","26","2","298","N/A","N/A","N/A"
"2016-08-07 7:44PM","2016-08-08 6:08AM","577","47","1","624","N/A","N/A","N/A"
"2016-08-06 7:01PM","2016-08-07 8:39AM","774","44","1","818","N/A","N/A","N/A"
"2016-08-05 7:31PM","2016-08-06 4:32AM","501","40","3","541","N/A","N/A","N/A"
"2016-08-05 1:47PM","2016-08-05 2:50PM","58","5","0","63","N/A","N/A","N/A"
"2016-08-03 5:48PM","2016-08-04 11:03AM","994","38","3","1035","N/A","N/A","N/A"
"2016-08-03 11:19AM","2016-08-03 4:24PM","273","32","2","305","N/A","N/A","N/A"
"2016-08-02 5:56AM","2016-08-02 2:59PM","495","47","3","543","N/A","N/A","N/A"
"2016-08-01 5:53AM","2016-08-01 12:16PM","362","21","1","383","N/A","N/A","N/A"

