Sleep
Start Time,End Time,Minutes Asleep,Minutes Awake,Number of Awakenings,Time in Bed,Minutes REM Sleep,Minutes Light Sleep,Minutes Deep Sleep
"2017-09-30 1:43AM","2017-09-30 9:28AM","409","56","19","465","87","255","67"
"2017-09-28 11:49PM","2017-09-29 9:10AM","489","72","37","561","103","320","66"
"2017-09-28 1:40AM","2017-09-28 9:05AM","388","56","32","444","96","225","67"
"2017-09-27 1:48AM","2017-09-27 8:14AM","342","44","19","386","65","228","49"
"2017-09-26 12:11AM","2017-09-26 8:26AM","412","83","30","495","109","232","71"
"2017-09-25 3:14AM","2017-09-25 9:08AM","301","52","18","353","64","187","50"
"2017-09-24 12:58AM","2017-09-24 11:00AM","527","75","41","602","115","319","93"
"2017-09-23 1:31AM","2017-09-23 9:59AM","439","69","36","508","109","244","86"
"2017-09-22 12:01AM","2017-09-22 9:07AM","463","82","30","545","93","277","93"
"2017-09-21 5:17AM","2017-09-21 8:52AM","171","44","8","215","0","121","50"
"2017-09-20 1:33AM","2017-09-20 9:09AM","379","77","28","456","73","232","74"
"2017-09-18 10:28PM","2017-09-19 9:09AM","543","98","37","641","126","316","101"
"2017-09-18 12:23AM","2017-09-18 8:53AM","449","61","26","510","124","253","72"
"2017-09-17 12:49AM","2017-09-17 9:56AM","474","73","41","547","117","263","94"
"2017-09-16 12:13AM","2017-09-16 9:08AM","475","60","33","535","117","281","77"
"2017-09-15 12:39AM","2017-09-15 8:11AM","406","46","28","452","72","246","88"
"2017-09-13 11:05PM","2017-09-14 8:38AM","490","83","35","573","80","345","65"
"2017-09-13 2:59AM","2017-09-13 7:45AM","238","48","16","286","33","167","38"
"2017-09-12 10:28PM","2017-09-13 12:39AM","114","17","1","131","N/A","N/A","N/A"
"2017-09-11 11:38PM","2017-09-12 7:53AM","415","80","30","495","56","289","70"
"2017-09-11 12:39AM","2017-09-11 8:57AM","431","67","19","498","84","271","76"
"2017-09-10 3:17AM","2017-09-10 8:32AM","275","40","16","315","56","185","34"
"2017-09-09 12:58AM","2017-09-09 8:40AM","389","73","19","462","56","231","102"
"2017-09-08 1:00AM","2017-09-08 8:39AM","405","54","35","459","112","227","66"
"2017-09-06 11:18PM","2017-09-07 8:33AM","485","70","29","555","119","285","81"
"2017-09-06 2:27AM","2017-09-06 8:59AM","350","42","15","392","94","205","51"
"2017-09-05 3:19AM","2017-09-05 8:32AM","268","45","18","313","63","163","42"
"2017-09-04 2:57AM","2017-09-04 12:31PM","504","70","42","574","148","294","62"
"2017-09-03 1:55AM","2017-09-03 10:28AM","461","52","35","513","121","273","67"
"2017-09-02 1:53AM","2017-09-02 10:00AM","423","64","27","487","83","242","98"
"2017-09-01 12:04AM","2017-09-01 11:27AM","560","123","36","683","173","312","75"

