Sleep
Start Time,End Time,Minutes Asleep,Minutes Awake,Number of Awakenings,Time in Bed,Minutes REM Sleep,Minutes Light Sleep,Minutes Deep Sleep
"2017-04-30 2:22PM","2017-04-30 6:26PM","204","40","11","244","51","124","29"
"2017-04-30 1:20AM","2017-04-30 10:15AM","490","45","28","535","116","254","120"
"2017-04-29 12:21AM","2017-04-29 8:58AM","473","44","26","517","184","215","74"
"2017-04-28 3:51AM","2017-04-28 9:11AM","286","34","14","320","86","144","56"
"2017-04-27 12:41AM","2017-04-27 12:01PM","624","56","29","680","219","287","118"
"2017-04-25 7:05PM","2017-04-25 8:06PM","60","0","0","61","N/A","N/A","N/A"
"2017-04-24 10:02PM","2017-04-25 1:19PM","790","127","47","917","226","414","150"
"2017-04-23 7:29AM","2017-04-23 2:35PM","369","56","21","425","128","169","72"
"2017-04-22 5:03AM","2017-04-22 2:51PM","480","108","32","588","119","299","62"
"2017-04-21 3:26AM","2017-04-21 3:31PM","643","82","43","725","199","312","132"
"2017-04-20 1:48AM","2017-04-20 12:00PM","531","81","33","612","110","298","123"
"2017-04-19 3:04AM","2017-04-19 8:16AM","269","43","13","312","70","153","46"
"2017-04-18 2:52AM","2017-04-18 8:03AM","274","37","19","311","63","189","22"
"2017-04-17 2:29AM","2017-04-17 12:45PM","547","69","47","616","114","342","91"
"2017-04-16 3:04PM","2017-04-16 6:01PM","161","16","2","177","N/A","N/A","N/A"
"2017-04-16 2:17AM","2017-04-16 10:09AM","413","58","29","471","104","236","73"
"2017-04-15 4:07AM","2017-04-15 1:08PM","485","56","33","541","124","297","64"
"2017-04-13 9:15PM","2017-04-14 8:29AM","597","77","47","674","117","397","83"
"2017-04-13 3:37AM","2017-04-13 4:47AM","53","16","1","70","N/A","N/A","N/A"
"2017-04-12 5:31AM","2017-04-12 12:35PM","371","53","28","424","48","262","61"
"2017-04-11 4:48AM","2017-04-11 8:19AM","186","25","11","211","40","102","44"
"2017-04-10 2:06AM","2017-04-10 9:21AM","397","37","23","434","135","181","81"
"2017-04-09 4:09AM","2017-04-09 9:11AM","249","52","16","301","94","155","0"
"2017-04-08 2:44AM","2017-04-08 1:21PM","576","60","32","636","200","274","102"
"2017-04-07 12:57AM","2017-04-07 11:38AM","558","83","38","641","242","247","69"
"2017-04-06 12:46AM","2017-04-06 8:15AM","405","44","26","449","123","208","74"
"2017-04-05 12:41AM","2017-04-05 8:22AM","439","21","0","460","N/A","N/A","N/A"
"2017-04-04 2:20AM","2017-04-04 8:15AM","306","49","18","355","81","196","29"
"2017-04-03 2:56PM","2017-04-03 4:07PM","67","4","1","71","N/A","N/A","N/A"
"2017-04-03 2:48AM","2017-04-03 8:18AM","294","36","21","330","75","113","106"
"2017-04-02 2:40AM","2017-04-02 2:45PM","654","70","46","724","172","378","104"
"2017-04-01 1:05PM","2017-04-01 2:13PM","60","7","4","68","N/A","N/A","N/A"
"2017-04-01 6:22AM","2017-04-01 11:44AM","288","34","15","322","88","159","41"

