Sleep
Start Time,End Time,Minutes Asleep,Minutes Awake,Number of Awakenings,Time in Bed,Minutes REM Sleep,Minutes Light Sleep,Minutes Deep Sleep
"2017-08-31 12:21AM","2017-08-31 11:33AM","579","93","34","672","116","381","82"
"2017-08-30 12:28AM","2017-08-30 8:36AM","399","88","31","487","66","252","81"
"2017-08-29 1:31AM","2017-08-29 12:21PM","578","72","43","650","148","314","116"
"2017-08-28 3:11AM","2017-08-28 9:43AM","343","49","26","392","56","247","40"
"2017-08-27 1:02AM","2017-08-27 7:10AM","323","45","25","368","95","171","57"
"2017-08-26 2:53AM","2017-08-26 11:06AM","433","60","24","493","118","251","64"
"2017-08-25 2:24AM","2017-08-25 9:32AM","384","44","26","428","77","233","74"
"2017-08-24 2:55AM","2017-08-24 11:02AM","401","86","20","487","111","248","42"
"2017-08-23 2:55AM","2017-08-23 10:46AM","416","55","24","471","94","277","45"
"2017-08-22 12:49AM","2017-08-22 11:15AM","521","105","34","626","131","311","79"
"2017-08-21 12:57AM","2017-08-21 11:29AM","540","92","48","632","106","348","86"
"2017-08-20 1:25AM","2017-08-20 11:18AM","526","66","26","592","131","330","65"
"2017-08-19 2:02AM","2017-08-19 11:33AM","469","102","31","571","87","293","89"
"2017-08-18 1:29AM","2017-08-18 11:35AM","536","70","28","606","118","352","66"
"2017-08-17 2:07AM","2017-08-17 10:29AM","453","49","24","502","119","240","94"
"2017-08-16 2:13AM","2017-08-16 7:54AM","304","37","18","341","76","181","47"
"2017-08-14 11:52PM","2017-08-15 9:31AM","528","51","28","579","149","298","81"
"2017-08-14 5:17AM","2017-08-14 7:56AM","132","16","2","159","N/A","N/A","N/A"
"2017-08-13 1:24PM","2017-08-13 3:37PM","129","4","1","133","N/A","N/A","N/A"
"2017-08-13 3:33AM","2017-08-13 11:28AM","406","69","23","475","91","255","60"
"2017-08-12 5:23AM","2017-08-12 8:26AM","168","14","9","182","22","97","49"
"2017-08-11 1:40AM","2017-08-11 11:00AM","500","60","38","560","126","342","32"
"2017-08-10 1:42AM","2017-08-10 10:00AM","435","62","26","497","128","257","50"
"2017-08-09 2:32AM","2017-08-09 11:14AM","428","94","32","522","96","278","54"
"2017-08-08 1:40AM","2017-08-08 11:28AM","517","71","38","588","119","305","93"
"2017-08-07 8:27AM","2017-08-07 11:41AM","164","30","17","194","42","105","17"
"2017-08-07 2:12AM","2017-08-07 7:13AM","259","42","28","301","47","167","45"
"2017-08-06 1:16AM","2017-08-06 1:40PM","663","81","44","744","245","324","94"
"2017-08-05 3:48AM","2017-08-05 12:12PM","428","76","31","504","153","195","80"
"2017-08-04 12:54AM","2017-08-04 10:23AM","516","53","25","569","96","342","78"
"2017-08-03 2:57AM","2017-08-03 7:33AM","237","38","17","275","50","167","20"
"2017-08-02 1:28AM","2017-08-02 10:41AM","458","95","27","553","87","302","69"
"2017-08-01 2:08AM","2017-08-01 10:13AM","414","71","33","485","107","254","53"

