Sleep
Start Time,End Time,Minutes Asleep,Minutes Awake,Number of Awakenings,Time in Bed,Minutes REM Sleep,Minutes Light Sleep,Minutes Deep Sleep
"2017-07-31 1:56AM","2017-07-31 9:41AM","412","53","32","465","135","233","44"
"2017-07-30 6:45PM","2017-07-30 9:43PM","155","23","1","178","N/A","N/A","N/A"
"2017-07-30 2:55AM","2017-07-30 10:26AM","411","40","32","451","103","236","72"
"2017-07-29 4:01AM","2017-07-29 11:31AM","410","40","20","450","140","226","44"
"2017-07-28 1:45AM","2017-07-28 11:08AM","507","56","35","563","169","268","70"
"2017-07-27 2:29AM","2017-07-27 10:23AM","423","51","23","474","111","228","84"
"2017-07-26 2:12AM","2017-07-26 10:18AM","408","77","26","485","108","228","72"
"2017-07-25 1:27AM","2017-07-25 10:33AM","467","78","21","545","112","265","90"
"2017-07-24 2:01AM","2017-07-24 10:56AM","439","96","42","535","73","285","81"
"2017-07-23 1:32PM","2017-07-23 3:54PM","124","15","1","142","N/A","N/A","N/A"
"2017-07-23 1:03AM","2017-07-23 10:33AM","491","79","31","570","171","261","59"
"2017-07-22 1:33AM","2017-07-22 10:23AM","459","71","27","530","139","216","104"
"2017-07-21 12:59AM","2017-07-21 10:14AM","481","74","26","555","87","335","59"
"2017-07-20 2:58AM","2017-07-20 9:54AM","379","37","24","416","98","206","75"
"2017-07-18 11:39PM","2017-07-19 8:45AM","484","62","32","546","148","265","71"
"2017-07-17 10:58PM","2017-07-18 6:39AM","404","57","19","461","99","216","89"
"2017-07-17 12:32AM","2017-07-17 8:46AM","433","61","33","494","139","215","79"
"2017-07-16 2:23AM","2017-07-16 9:13AM","359","51","26","410","71","213","75"
"2017-07-15 1:09AM","2017-07-15 10:40AM","515","56","30","571","153","261","101"
"2017-07-14 1:35AM","2017-07-14 8:43AM","363","65","19","428","103","178","82"
"2017-07-13 1:35AM","2017-07-13 8:18AM","371","32","18","403","110","177","84"
"2017-07-12 12:10AM","2017-07-12 8:22AM","427","65","27","492","125","252","50"
"2017-07-11 1:28AM","2017-07-11 8:40AM","392","40","26","432","99","228","65"
"2017-07-10 12:07AM","2017-07-10 8:29AM","433","69","28","502","114","230","89"
"2017-07-09 12:05AM","2017-07-09 8:13AM","435","52","25","487","112","234","89"
"2017-07-08 1:08AM","2017-07-08 9:43AM","439","76","29","515","153","228","58"
"2017-07-07 1:31AM","2017-07-07 8:30AM","373","46","21","419","108","222","43"
"2017-07-06 12:37AM","2017-07-06 8:36AM","406","73","24","479","116","211","79"
"2017-07-05 2:12AM","2017-07-05 7:58AM","305","41","15","346","71","167","67"
"2017-07-04 1:40AM","2017-07-04 9:44AM","435","49","28","484","123","240","72"
"2017-07-03 1:49AM","2017-07-03 8:08AM","333","46","15","379","70","181","82"
"2017-07-02 1:26AM","2017-07-02 11:07AM","489","92","31","581","125","277","87"
"2017-07-01 1:10AM","2017-07-01 11:28AM","520","98","37","618","153","261","106"

