Sleep
Start Time,End Time,Minutes Asleep,Minutes Awake,Number of Awakenings,Time in Bed,Minutes REM Sleep,Minutes Light Sleep,Minutes Deep Sleep
"2016-10-31 5:54PM","2016-10-31 7:08PM","74","0","0","74","N/A","N/A","N/A"
"2016-10-31 2:57AM","2016-10-31 10:23AM","417","29","1","446","N/A","N/A","N/A"
"2016-10-30 1:34AM","2016-10-30 1:21PM","690","17","1","707","N/A","N/A","N/A"
"2016-10-29 12:12AM","2016-10-29 7:35AM","424","18","0","442","N/A","N/A","N/A"
"2016-10-28 1:34AM","2016-10-28 7:05AM","306","24","0","330","N/A","N/A","N/A"
"2016-10-27 1:24AM","2016-10-27 10:43AM","496","62","0","558","N/A","N/A","N/A"
"2016-10-26 1:32AM","2016-10-26 10:33AM","505","36","0","541","N/A","N/A","N/A"
"2016-10-25 2:28AM","2016-10-25 7:26AM","287","10","0","297","N/A","N/A","N/A"
"2016-10-23 11:56PM","2016-10-24 10:42AM","580","66","3","646","N/A","N/A","N/A"
"2016-10-23 1:12PM","2016-10-23 7:22PM","322","47","1","370","N/A","N/A","N/A"
"2016-10-23 4:16AM","2016-10-23 11:59AM","437","26","0","463","N/A","N/A","N/A"
"2016-10-22 3:23PM","2016-10-22 7:18PM","209","18","4","235","N/A","N/A","N/A"
"2016-10-22 3:36AM","2016-10-22 9:58AM","364","18","1","382","N/A","N/A","N/A"
"2016-10-21 1:20AM","2016-10-21 5:31AM","243","8","0","251","N/A","N/A","N/A"
"2016-10-20 12:19AM","2016-10-20 8:06AM","439","28","0","467","N/A","N/A","N/A"
"2016-10-19 12:13AM","2016-10-19 10:01AM","559","29","1","588","N/A","N/A","N/A"
"2016-10-18 1:48AM","2016-10-18 7:24AM","298","38","3","336","N/A","N/A","N/A"
"2016-10-17 1:53AM","2016-10-17 10:28AM","490","24","1","514","N/A","N/A","N/A"
"2016-10-16 1:52AM","2016-10-16 2:35PM","731","31","0","763","N/A","N/A","N/A"
"2016-10-15 2:40AM","2016-10-15 10:35AM","463","12","1","475","N/A","N/A","N/A"
"2016-10-13 11:12PM","2016-10-14 6:53AM","404","56","3","460","N/A","N/A","N/A"
"2016-10-13 12:35AM","2016-10-13 7:55AM","389","50","5","439","N/A","N/A","N/A"
"2016-10-12 1:54AM","2016-10-12 10:09AM","472","23","0","495","N/A","N/A","N/A"
"2016-10-11 1:01AM","2016-10-11 10:50AM","499","83","3","588","N/A","N/A","N/A"
"2016-10-10 2:01AM","2016-10-10 11:05AM","502","42","1","544","N/A","N/A","N/A"
"2016-10-09 3:16AM","2016-10-09 3:09PM","680","32","1","712","N/A","N/A","N/A"
"2016-10-08 2:53AM","2016-10-08 10:18AM","431","14","0","445","N/A","N/A","N/A"
"2016-10-07 1:00AM","2016-10-07 8:00AM","385","35","2","420","N/A","N/A","N/A"
"2016-10-06 12:42AM","2016-10-06 7:08AM","350","35","3","385","N/A","N/A","N/A"
"2016-10-05 1:59AM","2016-10-05 8:39AM","382","18","1","400","N/A","N/A","N/A"
"2016-10-04 12:55AM","2016-10-04 7:28AM","352","41","3","393","N/A","N/A","N/A"
"2016-10-03 1:53AM","2016-10-03 9:05AM","361","71","3","432","N/A","N/A","N/A"
"2016-10-02 2:14AM","2016-10-02 12:20PM","571","35","1","606","N/A","N/A","N/A"
"2016-10-01 1:26AM","2016-10-01 9:21AM","440","35","1","475","N/A","N/A","N/A"

