Sleep
Start Time,End Time,Minutes Asleep,Minutes Awake,Number of Awakenings,Time in Bed,Minutes REM Sleep,Minutes Light Sleep,Minutes Deep Sleep
"2017-06-30 12:03AM","2017-06-30 8:42AM","438","81","28","519","111","241","86"
"2017-06-29 1:40AM","2017-06-29 8:32AM","369","43","28","412","94","199","76"
"2017-06-28 12:39AM","2017-06-28 8:32AM","402","70","21","472","75","292","35"
"2017-06-27 12:49AM","2017-06-27 8:33AM","378","85","23","463","83","230","65"
"2017-06-25 11:58PM","2017-06-26 8:27AM","398","111","22","509","95","221","82"
"2017-06-25 1:52AM","2017-06-25 10:52AM","486","54","27","540","126","257","103"
"2017-06-24 1:59AM","2017-06-24 1:26PM","580","107","30","687","197","300","83"
"2017-06-23 3:29AM","2017-06-23 9:04AM","282","53","17","335","36","204","42"
"2017-06-21 11:45PM","2017-06-22 8:29AM","467","57","28","524","162","229","76"
"2017-06-21 12:26AM","2017-06-21 6:56AM","317","72","24","389","54","213","50"
"2017-06-20 12:08AM","2017-06-20 10:40AM","559","73","31","632","172","296","91"
"2017-06-19 2:12AM","2017-06-19 8:18AM","317","49","20","366","75","207","35"
"2017-06-18 1:57AM","2017-06-18 1:23PM","609","77","34","686","146","381","82"
"2017-06-17 12:45AM","2017-06-17 11:35AM","577","73","24","650","167","334","76"
"2017-06-16 12:52AM","2017-06-16 8:36AM","400","64","27","464","80","251","69"
"2017-06-15 2:52AM","2017-06-15 8:14AM","275","47","18","322","47","163","65"
"2017-06-14 1:23AM","2017-06-14 8:14AM","375","36","26","411","106","189","80"
"2017-06-13 1:47AM","2017-06-13 7:53AM","333","33","18","366","83","182","68"
"2017-06-11 11:08PM","2017-06-12 8:09AM","478","63","42","541","71","314","93"
"2017-06-11 1:45AM","2017-06-11 12:02PM","557","59","39","616","202","262","93"
"2017-06-10 1:41AM","2017-06-10 10:41AM","494","46","33","540","139","284","71"
"2017-06-09 12:14AM","2017-06-09 8:22AM","428","60","34","488","107","252","69"
"2017-06-08 12:43AM","2017-06-08 8:10AM","381","65","25","446","81","227","73"
"2017-06-07 12:13AM","2017-06-07 8:57AM","469","55","30","524","139","250","80"
"2017-06-06 1:18AM","2017-06-06 8:35AM","388","49","21","437","136","147","105"
"2017-06-05 12:57AM","2017-06-05 8:33AM","390","65","36","455","67","258","65"
"2017-06-04 1:58AM","2017-06-04 11:02AM","503","40","30","543","149","263","91"
"2017-06-03 1:52AM","2017-06-03 10:37AM","467","58","33","525","152","246","69"
"2017-06-01 11:48PM","2017-06-02 8:08AM","448","52","24","500","115","272","61"
"2017-06-01 12:03AM","2017-06-01 9:13AM","501","49","33","550","116","294","91"

