Sleep
Start Time,End Time,Minutes Asleep,Minutes Awake,Number of Awakenings,Time in Bed,Minutes REM Sleep,Minutes Light Sleep,Minutes Deep Sleep
"2016-01-31 12:44AM","2016-01-31 11:20AM","584","52","3","636","N/A","N/A","N/A"
"2016-01-30 2:06AM","2016-01-30 8:59AM","405","8","0","413","N/A","N/A","N/A"
"2016-01-29 12:22AM","2016-01-29 8:01AM","410","44","3","459","N/A","N/A","N/A"
"2016-01-28 12:07AM","2016-01-28 8:13AM","462","24","0","486","N/A","N/A","N/A"
"2016-01-27 12:26AM","2016-01-27 8:01AM","407","48","1","455","N/A","N/A","N/A"
"2016-01-25 11:38PM","2016-01-26 9:05AM","513","52","2","567","N/A","N/A","N/A"
"2016-01-24 11:58PM","2016-01-25 8:03AM","433","49","2","485","N/A","N/A","N/A"
"2016-01-24 5:08PM","2016-01-24 7:50PM","152","10","1","162","N/A","N/A","N/A"
"2016-01-24 12:52AM","2016-01-24 11:23AM","599","32","1","631","N/A","N/A","N/A"
"2016-01-23 1:06AM","2016-01-23 9:56AM","514","16","0","530","N/A","N/A","N/A"
"2016-01-21 11:48PM","2016-01-22 8:01AM","450","42","2","492","N/A","N/A","N/A"
"2016-01-20 11:10PM","2016-01-21 6:54AM","444","20","1","464","N/A","N/A","N/A"
"2016-01-20 3:58AM","2016-01-20 8:21AM","244","19","0","263","N/A","N/A","N/A"
"2016-01-19 11:30PM","2016-01-20 3:24AM","214","16","0","234","N/A","N/A","N/A"
"2016-01-19 1:56AM","2016-01-19 8:30AM","351","43","1","394","N/A","N/A","N/A"
"2016-01-18 1:01AM","2016-01-18 10:38AM","530","47","0","577","N/A","N/A","N/A"
"2016-01-16 11:06PM","2016-01-17 8:45AM","539","40","1","579","N/A","N/A","N/A"
"2016-01-15 11:44PM","2016-01-16 8:04AM","466","34","1","500","N/A","N/A","N/A"
"2016-01-14 11:51PM","2016-01-15 12:51AM","55","5","0","60","N/A","N/A","N/A"
"2016-01-13 10:49PM","2016-01-14 7:00AM","450","41","2","491","N/A","N/A","N/A"
"2016-01-12 10:48PM","2016-01-13 7:22AM","474","40","2","514","N/A","N/A","N/A"
"2016-01-11 11:40PM","2016-01-12 7:34AM","437","36","1","473","N/A","N/A","N/A"
"2016-01-11 12:25AM","2016-01-11 7:13AM","353","55","3","408","N/A","N/A","N/A"
"2016-01-10 1:56AM","2016-01-10 10:37AM","490","31","0","521","N/A","N/A","N/A"
"2016-01-09 1:31AM","2016-01-09 11:00AM","498","71","2","569","N/A","N/A","N/A"
"2016-01-07 11:35PM","2016-01-08 7:16AM","408","53","3","461","N/A","N/A","N/A"
"2016-01-07 12:19AM","2016-01-07 7:16AM","376","41","3","417","N/A","N/A","N/A"
"2016-01-05 11:30PM","2016-01-06 8:00AM","440","70","3","510","N/A","N/A","N/A"
"2016-01-05 12:16AM","2016-01-05 7:13AM","381","35","3","416","N/A","N/A","N/A"
"2016-01-04 12:45AM","2016-01-04 7:05AM","347","32","0","380","N/A","N/A","N/A"
"2016-01-03 3:04AM","2016-01-03 2:16PM","626","46","5","672","N/A","N/A","N/A"
"2016-01-02 12:59AM","2016-01-02 12:44PM","612","93","4","705","N/A","N/A","N/A"
"2016-01-01 1:58AM","2016-01-01 10:10AM","451","41","1","492","N/A","N/A","N/A"

