Sleep
Start Time,End Time,Minutes Asleep,Minutes Awake,Number of Awakenings,Time in Bed,Minutes REM Sleep,Minutes Light Sleep,Minutes Deep Sleep
"2016-02-29 3:07AM","2016-02-29 8:14AM","280","26","1","306","N/A","N/A","N/A"
"2016-02-28 11:35AM","2016-02-28 1:51PM","130","5","0","136","N/A","N/A","N/A"
"2016-02-28 4:06AM","2016-02-28 11:26AM","415","24","2","440","N/A","N/A","N/A"
"2016-02-27 12:36AM","2016-02-27 12:39PM","676","47","4","723","N/A","N/A","N/A"
"2016-02-26 1:26AM","2016-02-26 8:21AM","396","19","1","415","N/A","N/A","N/A"
"2016-02-25 12:05AM","2016-02-25 8:21AM","468","24","1","495","N/A","N/A","N/A"
"2016-02-24 12:50AM","2016-02-24 8:33AM","427","32","3","463","N/A","N/A","N/A"
"2016-02-23 5:36PM","2016-02-23 9:31PM","227","7","0","234","N/A","N/A","N/A"
"2016-02-23 2:13AM","2016-02-23 8:24AM","329","42","3","371","N/A","N/A","N/A"
"2016-02-22 12:46AM","2016-02-22 10:20AM","504","70","2","574","N/A","N/A","N/A"
"2016-02-21 12:38AM","2016-02-21 12:21PM","641","61","2","702","N/A","N/A","N/A"
"2016-02-19 11:38PM","2016-02-20 10:33AM","625","28","1","655","N/A","N/A","N/A"
"2016-02-18 11:44PM","2016-02-19 7:00AM","397","31","1","436","N/A","N/A","N/A"
"2016-02-17 11:25PM","2016-02-18 8:24AM","480","59","5","539","N/A","N/A","N/A"
"2016-02-16 11:53PM","2016-02-17 8:21AM","464","44","1","508","N/A","N/A","N/A"
"2016-02-16 1:10AM","2016-02-16 8:13AM","397","26","2","423","N/A","N/A","N/A"
"2016-02-14 11:16PM","2016-02-15 11:17AM","646","75","7","721","N/A","N/A","N/A"
"2016-02-14 2:34AM","2016-02-14 12:29PM","562","33","0","595","N/A","N/A","N/A"
"2016-02-13 11:13AM","2016-02-13 1:38PM","129","16","1","145","N/A","N/A","N/A"
"2016-02-13 1:17AM","2016-02-13 9:01AM","446","18","1","464","N/A","N/A","N/A"
"2016-02-11 11:14PM","2016-02-12 7:05AM","429","42","0","471","N/A","N/A","N/A"
"2016-02-10 11:49PM","2016-02-11 8:11AM","464","38","1","502","N/A","N/A","N/A"
"2016-02-09 11:14PM","2016-02-10 8:07AM","487","45","1","533","N/A","N/A","N/A"
"2016-02-09 1:04AM","2016-02-09 8:13AM","405","23","1","429","N/A","N/A","N/A"
"2016-02-07 11:36PM","2016-02-08 3:26AM","202","27","0","229","N/A","N/A","N/A"
"2016-02-06 11:55PM","2016-02-07 10:09AM","560","54","2","614","N/A","N/A","N/A"
"2016-02-06 12:17AM","2016-02-06 9:51AM","530","43","3","574","N/A","N/A","N/A"
"2016-02-05 12:27AM","2016-02-05 8:12AM","437","28","0","465","N/A","N/A","N/A"
"2016-02-04 12:15AM","2016-02-04 8:27AM","445","41","1","491","N/A","N/A","N/A"
"2016-02-02 11:21PM","2016-02-03 8:07AM","476","50","3","526","N/A","N/A","N/A"
"2016-02-02 12:36AM","2016-02-02 8:18AM","403","57","2","462","N/A","N/A","N/A"
"2016-02-01 12:19AM","2016-02-01 8:18AM","423","50","1","479","N/A","N/A","N/A"

