Sleep
Start Time,End Time,Minutes Asleep,Minutes Awake,Number of Awakenings,Time in Bed,Minutes REM Sleep,Minutes Light Sleep,Minutes Deep Sleep
"2016-04-30 7:02AM","2016-04-30 8:25AM","79","4","1","83","N/A","N/A","N/A"
"2016-04-29 4:02AM","2016-04-29 1:11PM","510","38","1","549","N/A","N/A","N/A"
"2016-04-28 4:03AM","2016-04-28 12:58PM","507","28","1","535","N/A","N/A","N/A"
"2016-04-27 1:08AM","2016-04-27 10:59AM","545","34","2","591","N/A","N/A","N/A"
"2016-04-26 1:40AM","2016-04-26 12:31PM","590","60","3","651","N/A","N/A","N/A"
"2016-04-25 2:41AM","2016-04-25 1:42PM","609","52","3","661","N/A","N/A","N/A"
"2016-04-24 2:30AM","2016-04-24 12:51PM","595","26","1","621","N/A","N/A","N/A"
"2016-04-23 1:39AM","2016-04-23 3:38PM","824","8","1","839","N/A","N/A","N/A"
"2016-04-22 12:23AM","2016-04-22 6:18AM","325","30","3","355","N/A","N/A","N/A"
"2016-04-21 2:38AM","2016-04-21 9:47AM","385","43","4","429","N/A","N/A","N/A"
"2016-04-20 12:58AM","2016-04-20 9:15AM","445","51","4","496","N/A","N/A","N/A"
"2016-04-19 2:10AM","2016-04-19 9:58AM","431","37","1","468","N/A","N/A","N/A"
"2016-04-18 1:18AM","2016-04-18 7:47AM","343","40","4","389","N/A","N/A","N/A"
"2016-04-17 1:50AM","2016-04-17 10:45AM","484","50","2","535","N/A","N/A","N/A"
"2016-04-16 1:36AM","2016-04-16 9:54AM","462","36","2","498","N/A","N/A","N/A"
"2016-04-15 1:27AM","2016-04-15 10:13AM","476","50","1","526","N/A","N/A","N/A"
"2016-04-14 1:39AM","2016-04-14 10:48AM","507","42","2","549","N/A","N/A","N/A"
"2016-04-13 12:07AM","2016-04-13 10:58AM","590","61","3","651","N/A","N/A","N/A"
"2016-04-12 2:19AM","2016-04-12 8:12AM","302","51","3","353","N/A","N/A","N/A"
"2016-04-11 1:47AM","2016-04-11 10:10AM","433","69","3","503","N/A","N/A","N/A"
"2016-04-10 1:16AM","2016-04-10 12:23PM","603","64","3","667","N/A","N/A","N/A"
"2016-04-09 2:50AM","2016-04-09 1:37PM","600","47","2","647","N/A","N/A","N/A"
"2016-04-08 1:16AM","2016-04-08 8:27AM","381","45","3","431","N/A","N/A","N/A"
"2016-04-07 12:48AM","2016-04-07 9:40AM","499","31","2","532","N/A","N/A","N/A"
"2016-04-06 1:10AM","2016-04-06 8:31AM","381","60","6","441","N/A","N/A","N/A"
"2016-04-05 12:28AM","2016-04-05 11:09AM","564","77","4","641","N/A","N/A","N/A"
"2016-04-04 3:44AM","2016-04-04 7:37AM","209","24","2","233","N/A","N/A","N/A"
"2016-04-03 5:55AM","2016-04-03 3:40PM","547","37","2","585","N/A","N/A","N/A"
"2016-04-02 2:50AM","2016-04-02 3:02PM","689","43","0","732","N/A","N/A","N/A"
"2016-04-01 1:11AM","2016-04-01 8:33AM","394","48","3","442","N/A","N/A","N/A"

