Sleep
Start Time,End Time,Minutes Asleep,Minutes Awake,Number of Awakenings,Time in Bed,Minutes REM Sleep,Minutes Light Sleep,Minutes Deep Sleep
"2016-07-31 12:08AM","2016-07-31 10:01AM","517","76","3","593","N/A","N/A","N/A"
"2016-07-30 10:10AM","2016-07-30 4:35PM","338","43","2","385","N/A","N/A","N/A"
"2016-07-29 12:38AM","2016-07-29 4:59PM","856","124","7","980","N/A","N/A","N/A"
"2016-07-27 3:16AM","2016-07-27 2:44PM","644","43","1","688","N/A","N/A","N/A"
"2016-07-26 2:52AM","2016-07-26 2:58PM","656","67","7","726","N/A","N/A","N/A"
"2016-07-25 3:03AM","2016-07-25 12:20PM","509","48","3","557","N/A","N/A","N/A"
"2016-07-24 3:11AM","2016-07-24 1:04PM","565","28","0","593","N/A","N/A","N/A"
"2016-07-23 4:57AM","2016-07-23 3:42PM","586","44","4","644","N/A","N/A","N/A"
"2016-07-22 3:20AM","2016-07-22 11:01AM","413","42","3","461","N/A","N/A","N/A"
"2016-07-21 1:26AM","2016-07-21 10:59AM","477","96","5","573","N/A","N/A","N/A"
"2016-07-20 11:38AM","2016-07-20 2:03PM","122","12","1","145","N/A","N/A","N/A"
"2016-07-20 5:09AM","2016-07-20 8:53AM","208","16","1","224","N/A","N/A","N/A"
"2016-07-19 1:05AM","2016-07-19 11:22AM","588","29","1","617","N/A","N/A","N/A"
"2016-07-17 2:56AM","2016-07-17 4:41PM","772","51","1","825","N/A","N/A","N/A"
"2016-07-16 8:45AM","2016-07-16 12:35PM","214","16","2","230","N/A","N/A","N/A"
"2016-07-15 2:43AM","2016-07-15 9:53AM","405","25","1","430","N/A","N/A","N/A"
"2016-07-14 5:48AM","2016-07-14 10:16AM","253","15","0","268","N/A","N/A","N/A"
"2016-07-13 4:03AM","2016-07-13 11:59AM","457","19","2","476","N/A","N/A","N/A"
"2016-07-12 2:46AM","2016-07-12 9:37AM","385","22","1","411","N/A","N/A","N/A"
"2016-07-11 1:34AM","2016-07-11 10:53AM","517","42","1","559","N/A","N/A","N/A"
"2016-07-10 12:58AM","2016-07-10 10:03AM","511","28","4","545","N/A","N/A","N/A"
"2016-07-09 1:36AM","2016-07-09 7:08AM","301","30","2","331","N/A","N/A","N/A"
"2016-07-08 1:02AM","2016-07-08 9:09AM","454","33","2","487","N/A","N/A","N/A"
"2016-07-06 11:28PM","2016-07-07 9:16AM","538","40","8","587","N/A","N/A","N/A"
"2016-07-06 3:14AM","2016-07-06 10:39AM","415","30","0","445","N/A","N/A","N/A"
"2016-07-05 1:21AM","2016-07-05 6:46AM","284","41","2","325","N/A","N/A","N/A"
"2016-07-04 3:09AM","2016-07-04 12:43PM","559","15","0","574","N/A","N/A","N/A"
"2016-07-03 2:19AM","2016-07-03 10:52AM","497","16","0","513","N/A","N/A","N/A"
"2016-07-02 12:48AM","2016-07-02 10:28AM","537","37","2","580","N/A","N/A","N/A"
"2016-07-01 12:14AM","2016-07-01 7:50AM","420","36","1","456","N/A","N/A","N/A"

