Sleep
Start Time,End Time,Minutes Asleep,Minutes Awake,Number of Awakenings,Time in Bed,Minutes REM Sleep,Minutes Light Sleep,Minutes Deep Sleep
"2016-06-30 2:52AM","2016-06-30 10:05AM","404","29","1","433","N/A","N/A","N/A"
"2016-06-29 12:31AM","2016-06-29 10:04AM","510","48","4","573","N/A","N/A","N/A"
"2016-06-28 1:30AM","2016-06-28 12:14PM","601","33","1","644","N/A","N/A","N/A"
"2016-06-27 2:36AM","2016-06-27 12:00PM","537","21","0","563","N/A","N/A","N/A"
"2016-06-26 3:52AM","2016-06-26 11:39AM","410","56","6","466","N/A","N/A","N/A"
"2016-06-25 2:14AM","2016-06-25 9:19AM","376","48","1","425","N/A","N/A","N/A"
"2016-06-24 2:34AM","2016-06-24 9:49AM","415","20","1","435","N/A","N/A","N/A"
"2016-06-22 11:41PM","2016-06-23 10:54AM","590","80","3","673","N/A","N/A","N/A"
"2016-06-22 3:17AM","2016-06-22 12:11PM","496","38","2","534","N/A","N/A","N/A"
"2016-06-21 4:10PM","2016-06-21 6:01PM","106","5","1","111","N/A","N/A","N/A"
"2016-06-21 3:12AM","2016-06-21 11:13AM","456","16","1","480","N/A","N/A","N/A"
"2016-06-20 2:52AM","2016-06-20 11:32AM","474","46","1","520","N/A","N/A","N/A"
"2016-06-19 3:48AM","2016-06-19 10:55AM","382","38","2","427","N/A","N/A","N/A"
"2016-06-18 4:17AM","2016-06-18 11:47AM","408","42","1","450","N/A","N/A","N/A"
"2016-06-17 1:20AM","2016-06-17 10:35AM","504","51","1","555","N/A","N/A","N/A"
"2016-06-16 1:47AM","2016-06-16 12:15PM","550","77","2","628","N/A","N/A","N/A"
"2016-06-15 3:10AM","2016-06-15 10:35AM","386","58","1","445","N/A","N/A","N/A"
"2016-06-14 1:42AM","2016-06-14 11:31AM","549","38","0","589","N/A","N/A","N/A"
"2016-06-13 3:11AM","2016-06-13 11:16AM","464","21","1","485","N/A","N/A","N/A"
"2016-06-12 2:46AM","2016-06-12 11:25AM","515","4","1","519","N/A","N/A","N/A"
"2016-06-11 12:17PM","2016-06-11 1:28PM","59","12","0","71","N/A","N/A","N/A"
"2016-06-10 11:38PM","2016-06-11 6:47AM","395","34","3","429","N/A","N/A","N/A"
"2016-06-10 12:14AM","2016-06-10 11:28AM","578","89","2","674","N/A","N/A","N/A"
"2016-06-09 4:00AM","2016-06-09 8:46AM","264","22","1","286","N/A","N/A","N/A"
"2016-06-08 1:05AM","2016-06-08 11:46AM","595","44","1","640","N/A","N/A","N/A"
"2016-06-07 1:43AM","2016-06-07 1:22PM","640","58","1","698","N/A","N/A","N/A"
"2016-06-06 2:41AM","2016-06-06 2:23PM","667","35","1","702","N/A","N/A","N/A"
"2016-06-05 4:41AM","2016-06-05 3:35PM","623","29","2","653","N/A","N/A","N/A"
"2016-06-04 3:58AM","2016-06-04 9:52AM","339","15","1","354","N/A","N/A","N/A"
"2016-06-03 12:30AM","2016-06-03 9:54AM","511","48","3","564","N/A","N/A","N/A"
"2016-06-02 12:04AM","2016-06-02 9:10AM","501","25","1","546","N/A","N/A","N/A"
"2016-06-01 1:54AM","2016-06-01 9:08AM","398","35","2","433","N/A","N/A","N/A"

