Sleep
Start Time,End Time,Minutes Asleep,Minutes Awake,Number of Awakenings,Time in Bed,Minutes REM Sleep,Minutes Light Sleep,Minutes Deep Sleep
"2016-03-31 1:57AM","2016-03-31 11:05AM","484","63","1","548","N/A","N/A","N/A"
"2016-03-30 12:30AM","2016-03-30 8:20AM","423","44","2","470","N/A","N/A","N/A"
"2016-03-29 1:39AM","2016-03-29 8:13AM","361","33","0","394","N/A","N/A","N/A"
"2016-03-28 1:05AM","2016-03-28 8:29AM","412","32","2","444","N/A","N/A","N/A"
"2016-03-27 1:31AM","2016-03-27 11:20AM","567","22","0","589","N/A","N/A","N/A"
"2016-03-26 5:18PM","2016-03-26 7:07PM","96","12","1","109","N/A","N/A","N/A"
"2016-03-26 2:06AM","2016-03-26 10:27AM","488","13","2","501","N/A","N/A","N/A"
"2016-03-26 12:39AM","2016-03-26 2:03AM","77","6","1","84","N/A","N/A","N/A"
"2016-03-25 1:05AM","2016-03-25 8:28AM","400","42","2","442","N/A","N/A","N/A"
"2016-03-24 1:08AM","2016-03-24 7:59AM","360","51","1","411","N/A","N/A","N/A"
"2016-03-23 1:08AM","2016-03-23 9:04AM","420","53","5","476","N/A","N/A","N/A"
"2016-03-22 12:09AM","2016-03-22 9:20AM","510","41","3","551","N/A","N/A","N/A"
"2016-03-21 1:22AM","2016-03-21 8:16AM","377","37","1","414","N/A","N/A","N/A"
"2016-03-20 12:58AM","2016-03-20 2:00PM","727","55","1","782","N/A","N/A","N/A"
"2016-03-19 12:45AM","2016-03-19 7:31AM","397","9","1","406","N/A","N/A","N/A"
"2016-03-18 4:07AM","2016-03-18 8:26AM","237","22","2","259","N/A","N/A","N/A"
"2016-03-17 6:56PM","2016-03-17 8:12PM","72","4","1","76","N/A","N/A","N/A"
"2016-03-17 1:10AM","2016-03-17 9:10AM","404","70","4","480","N/A","N/A","N/A"
"2016-03-16 1:27AM","2016-03-16 8:13AM","372","34","1","406","N/A","N/A","N/A"
"2016-03-14 11:56PM","2016-03-15 9:33AM","526","45","3","577","N/A","N/A","N/A"
"2016-03-14 4:21PM","2016-03-14 6:12PM","104","7","2","111","N/A","N/A","N/A"
"2016-03-14 12:55AM","2016-03-14 7:22AM","350","37","3","387","N/A","N/A","N/A"
"2016-03-13 12:07AM","2016-03-13 8:29AM","461","41","3","502","N/A","N/A","N/A"
"2016-03-12 2:20AM","2016-03-12 7:55AM","311","23","1","334","N/A","N/A","N/A"
"2016-03-10 11:09PM","2016-03-11 8:07AM","456","78","4","538","N/A","N/A","N/A"
"2016-03-10 12:00PM","2016-03-10 1:04PM","55","9","0","64","N/A","N/A","N/A"
"2016-03-10 1:06AM","2016-03-10 11:02AM","530","66","4","596","N/A","N/A","N/A"
"2016-03-09 12:37AM","2016-03-09 8:24AM","416","51","5","467","N/A","N/A","N/A"
"2016-03-08 2:03AM","2016-03-08 8:47AM","366","34","1","404","N/A","N/A","N/A"
"2016-03-07 3:04AM","2016-03-07 8:12AM","283","25","1","308","N/A","N/A","N/A"
"2016-03-06 4:33AM","2016-03-06 12:01PM","409","38","3","448","N/A","N/A","N/A"
"2016-03-05 5:14AM","2016-03-05 5:14PM","689","30","0","719","N/A","N/A","N/A"
"2016-03-04 3:05AM","2016-03-04 8:10AM","291","14","1","305","N/A","N/A","N/A"
"2016-03-03 2:07AM","2016-03-03 8:07AM","339","18","1","360","N/A","N/A","N/A"
"2016-03-02 2:11AM","2016-03-02 9:12AM","407","13","2","421","N/A","N/A","N/A"
"2016-03-01 1:30AM","2016-03-01 9:19AM","424","44","3","468","N/A","N/A","N/A"

